,phrases,w1,w2
54113,airstrikes targeted,airstrikes,target
90022,airstrikes since,airstrikes,since
25470,alarm among,alarm,among
39206,alarm system,alarm,system
27116,alarm clock,alarm,clock
46492,album sold,album,sell
24787,album cover,album,cover
41951,album called,album,call
60242,album since,album,since
47512,album sale,album,sale
39496,alcohol content,alcohol,content
29288,alcohol use,alcohol,use
10991,alcohol abuse,alcohol,abuse
22239,alcohol level,alcohol,level
81616,alcohol problem,alcohol,problem
99831,alcohol sale,alcohol,sale
28341,alcohol addiction,alcohol,addiction
53153,alert since,alert,since
47142,alert level,alert,level
65707,alert police,alert,police
68098,alert authority,alert,authority
30236,alert system,alert,system
11495,alien crime,alien,crime
73530,alien population,alien,population
73413,alien minor,alien,minor
33421,alien child,alien,child
98028,alien living,alien,living
98558,alien back,alien,back
57935,alien released,alien,release
88067,alien seeking,alien,seek
22502,alien life,alien,life
57298,alien world,alien,world
98054,alien convicted,alien,convict
97520,alien coming,alien,come
88100,alien gang,alien,gang
91648,allegation emerged,allegation,emerge
69632,allegation involving,allegation,involve
47653,allegation surrounding,allegation,surround
89385,allegation come,allegation,come
78057,allegation regarding,allegation,regard
73478,allegation contained,allegation,contain
68235,allegation came,allegation,come
73866,alleged hate,allege,hate
73687,alleged member,allege,member
4082,alleged rape,allege,rape
53983,alleged chemical,allege,chemical
28348,alleged misconduct,allege,misconduct
54227,alleged murder,allege,murder
88262,alleged support,allege,support
7501,alleged crime,allege,crime
70942,alleged illegal,allege,illegal
29935,alleged contact,allege,contact
6083,alleged tie,allege,tie
85883,alleged leak,allege,leak
72947,alleged relationship,allege,relationship
72972,alleged terrorist,allege,terrorist
39632,alleged fraud,allege,fraud
12312,alleged abuse,allege,abuse
6449,alleged role,allege,role
26390,alleged drug,allege,drug
73594,alleged terror,allege,terror
4037,alleged sexual,allege,sexual
89831,alleged coup,allege,coup
80798,alleged document,allege,document
88112,alleged comment,allege,comment
88493,alleged plan,allege,plan
88506,alleged surveillance,allege,surveillance
66828,alleged behavior,allege,behavior
15282,alleged attacker,allege,attacker
4809,alleged incident,allege,incident
3171,alleged assault,allege,assault
67533,alleged robbery,allege,robbery
88081,alleged political,allege,political
88815,alleged conduct,allege,conduct
28734,alleged affair,allege,affair
92607,alleged financial,allege,financial
24465,alleged action,allege,action
62809,alleged human,allege,human
10607,alleged attack,allege,attack
24502,alleged corruption,allege,corruption
28647,alleged sex,allege,sex
62654,alleged threat,allege,threat
62635,alleged voter,allege,voter
44820,alleged attempt,allege,attempt
42333,alleged hacking,allege,hack
41777,alleged police,allege,police
27527,alleged use,allege,use
2473,alleged victim,allege,victim
88372,alleged harassment,allege,harassment
99998,alleged security,allege,security
33726,alleged criminal,allege,criminal
32667,alleged killer,allege,killer
35931,alleged plot,allege,plot
97920,alleged request,allege,request
37114,alleged gang,allege,gang
97130,alleged bias,allege,bias
98474,alleged communication,allege,communication
32671,alleged gunman,allege,gunman
8820,allegedly used,allegedly,use
62611,allegedly show,allegedly,show
62567,allegedly showing,allegedly,show
73545,allegedly driving,allegedly,drive
62410,allegedly threw,allegedly,threw
67505,allegedly bought,allegedly,bought
10614,allegedly shot,allegedly,shot
62404,allegedly planning,allegedly,planning
42286,allegedly received,allegedly,receive
99439,allegedly started,allegedly,start
80591,allegedly held,allegedly,held
80613,allegedly caught,allegedly,caught
80688,allegedly tied,allegedly,tie
73510,allegedly planned,allegedly,plan
62292,allegedly ordered,allegedly,order
88697,allegedly selling,allegedly,sell
17634,allegedly involved,allegedly,involve
80353,allegedly caused,allegedly,cause
44288,allegedly trying,allegedly,try
44698,allegedly fired,allegedly,fire
44717,allegedly using,allegedly,use
73682,allegedly beat,allegedly,beat
50468,allegedly refused,allegedly,refuse
44783,allegedly attempted,allegedly,attempt
44885,allegedly began,allegedly,begin
99832,allegedly lying,allegedly,lie
31195,allegedly sent,allegedly,sent
54425,allegedly paid,allegedly,paid
80838,allegedly called,allegedly,call
44957,allegedly found,allegedly,found
79985,allegedly stabbing,allegedly,stab
54228,allegedly gave,allegedly,give
73638,allegedly targeted,allegedly,target
80152,allegedly broke,allegedly,broke
10410,allegedly killed,allegedly,kill
88026,allegedly responsible,allegedly,responsible
80167,allegedly killing,allegedly,kill
80247,allegedly forced,allegedly,force
62911,allegedly stolen,allegedly,steal
98855,allegedly offered,allegedly,offer
26460,allegedly asked,allegedly,ask
67807,allegedly carried,allegedly,carry
24568,allegedly committed,allegedly,commit
27780,allegedly misleading,allegedly,mislead
47562,allegedly pulled,allegedly,pull
98502,allegedly attacking,allegedly,attack
99632,allegedly posted,allegedly,post
24503,allegedly happened,allegedly,happen
19279,allegedly tried,allegedly,try
47667,allegedly occurred,allegedly,occur
28713,allegedly wrote,allegedly,write
98388,allegedly shooting,allegedly,shoot
89820,allegedly helped,allegedly,help
81193,allegedly threatening,allegedly,threaten
38053,allegedly changed,allegedly,change
47452,allegedly opened,allegedly,open
38081,allegedly want,allegedly,want
84004,allow employer,allow,employer
2157,allow people,allow,people
4885,allow state,allow,state
71078,allow humanitarian,allow,humanitarian
98328,allow certain,allow,certain
63266,allow parent,allow,parent
91383,allow passenger,allow,passenger
83853,allowing anyone,allow,anyone
75234,allowing gun,allow,gun
88382,allowing individual,allow,individual
70832,allow insurance,allow,insurance
70212,allowing child,allow,child
7577,allowing people,allow,people
16898,allow student,allow,student
92177,allow worker,allow,worker
29099,allowing transgender,allow,transgender
13449,allowed people,allow,people
79699,allow discrimination,allow,discrimination
37944,allow concealed,allow,conceal
79550,allowing foreign,allow,foreign
83889,allowing young,allow,young
29711,allow family,allow,family
29702,allow company,allow,company
76500,allow government,allow,government
61768,allow police,allow,police
42074,allowing student,allow,student
45864,allow child,allow,child
61622,allow new,allow,new
71815,allow another,allow,another
68695,allow time,allow,time
49554,allow delegate,allow,delegate
73729,allow illegal,allow,illegal
91612,allow gay,allow,gay
94200,allow others,allow,others
